trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
1578,11:55:00,11:55:00,113,7,,0,0,1
1579,11:40:00,11:40:00,87,1,,0,0,1
1579,11:53:00,11:53:00,120,2,,0,0,1
1579,12:10:00,12:10:00,17,3,,0,0,1
1579,12:17:00,12:17:00,90,4,,0,0,1
1579,12:24:00,12:24:00,25,5,,0,0,1
1579,12:33:00,12:33:00,89,6,,0,0,1
1579,12:36:00,12:36:00,113,7,,0,0,1
1580,12:21:00,12:21:00,87,1,,0,0,1
1580,12:34:00,12:34:00,120,2,,0,0,1
1580,12:51:00,12:51:00,17,3,,0,0,1
1580,12:58:00,12:58:00,90,4,,0,0,1
1580,13:05:00,13:05:00,25,5,,0,0,1
1580,13:14:00,13:14:00,89,6,,0,0,1
1580,13:17:00,13:17:00,113,7,,0,0,1
1581,13:02:00,13:02:00,87,1,,0,0,1
1581,13:15:00,13:15:00,120,2,,0,0,1
1581,13:32:00,13:32:00,17,3,,0,0,1
1581,13:39:00,13:39:00,90,4,,0,0,1
1581,13:46:00,13:46:00,25,5,,0,0,1
1581,13:55:00,13:55:00,89,6,,0,0,1
1581,13:58:00,13:58:00,113,7,,0,0,1
1582,13:43:00,13:43:00,87,1,,0,0,1
1582,13:56:00,13:56:00,120,2,,0,0,1
1582,14:13:00,14:13:00,17,3,,0,0,1
1582,14:20:00,14:20:00,90,4,,0,0,1
1582,14:27:00,14:27:00,25,5,,0,0,1
1582,14:36:00,14:36:00,89,6,,0,0,1
1582,14:39:00,14:39:00,113,7,,0,0,1
1583,14:24:00,14:24:00,87,1,,0,0,1
1583,14:37:00,14:37:00,120,2,,0,0,1
1583,14:54:00,14:54:00,17,3,,0,0,1
1583,15:01:00,15:01:00,90,4,,0,0,1
1583,15:08:00,15:08:00,25,5,,0,0,1
1583,15:17:00,15:17:00,89,6,,0,0,1
1583,15:20:00,15:20:00,113,7,,0,0,1
1584,15:05:00,15:05:00,87,1,,0,0,1
1584,15:18:00,15:18:00,120,2,,0,0,1
1584,15:35:00,15:35:00,17,3,,0,0,1
1584,15:42:00,15:42:00,90,4,,0,0,1
1584,15:49:00,15:49:00,25,5,,0,0,1
1584,15:58:00,15:58:00,89,6,,0,0,1
1584,16:01:00,16:01:00,113,7,,0,0,1
1585,15:46:00,15:46:00,87,1,,0,0,1
1585,15:59:00,15:59:00,120,2,,0,0,1
1585,16:16:00,16:16:00,17,3,,0,0,1
1585,16:23:00,16:23:00,90,4,,0,0,1
1585,16:30:00,16:30:00,25,5,,0,0,1
1585,16:39:00,16:39:00,89,6,,0,0,1
1585,16:42:00,16:42:00,113,7,,0,0,1
1586,16:27:00,16:27:00,87,1,,0,0,1
1586,16:40:00,16:40:00,120,2,,0,0,1
1586,16:57:00,16:57:00,17,3,,0,0,1
1586,17:04:00,17:04:00,90,4,,0,0,1
1586,17:11:00,17:11:00,25,5,,0,0,1
1586,17:20:00,17:20:00,89,6,,0,0,1
1586,17:23:00,17:23:00,113,7,,0,0,1
1587,17:08:00,17:08:00,87,1,,0,0,1
1587,17:21:00,17:21:00,120,2,,0,0,1
1587,17:38:00,17:38:00,17,3,,0,0,1
1587,17:45:00,17:45:00,90,4,,0,0,1
1587,17:52:00,17:52:00,25,5,,0,0,1
1587,18:01:00,18:01:00,89,6,,0,0,1
1587,18:04:00,18:04:00,113,7,,0,0,1
1588,17:49:00,17:49:00,87,1,,0,0,1
1588,18:02:00,18:02:00,120,2,,0,0,1
1588,18:19:00,18:19:00,17,3,,0,0,1
1588,18:26:00,18:26:00,90,4,,0,0,1
1588,18:33:00,18:33:00,25,5,,0,0,1
1588,18:42:00,18:42:00,89,6,,0,0,1
1588,18:45:00,18:45:00,113,7,,0,0,1
1589,18:30:00,18:30:00,87,1,,0,0,1
1589,18:43:00,18:43:00,120,2,,0,0,1
1589,19:00:00,19:00:00,17,3,,0,0,1
1589,19:07:00,19:07:00,90,4,,0,0,1
1589,19:14:00,19:14:00,25,5,,0,0,1
1589,19:23:00,19:23:00,89,6,,0,0,1
1589,19:26:00,19:26:00,113,7,,0,0,1
1590,19:11:00,19:11:00,87,1,,0,0,1
1590,19:24:00,19:24:00,120,2,,0,0,1
1590,19:41:00,19:41:00,17,3,,0,0,1
1590,19:48:00,19:48:00,90,4,,0,0,1
1590,19:55:00,19:55:00,25,5,,0,0,1
1590,20:04:00,20:04:00,89,6,,0,0,1
1590,20:07:00,20:07:00,113,7,,0,0,1
1591,19:52:00,19:52:00,87,1,,0,0,1
1591,20:05:00,20:05:00,120,2,,0,0,1
1591,20:22:00,20:22:00,17,3,,0,0,1
1591,20:29:00,20:29:00,90,4,,0,0,1
1591,20:36:00,20:36:00,25,5,,0,0,1
1591,20:45:00,20:45:00,89,6,,0,0,1
1591,20:48:00,20:48:00,113,7,,0,0,1
1592,20:33:00,20:33:00,87,1,,0,0,1
1592,20:46:00,20:46:00,120,2,,0,0,1
1592,21:03:00,21:03:00,17,3,,0,0,1
1592,21:10:00,21:10:00,90,4,,0,0,1
1592,21:17:00,21:17:00,25,5,,0,0,1
1592,21:26:00,21:26:00,89,6,,0,0,1
1592,21:29:00,21:29:00,113,7,,0,0,1
1593,08:58:00,08:58:00,113,1,,0,0,1
1593,09:04:00,09:04:00,89,2,,0,0,1
1593,09:13:00,09:13:00,25,3,,0,0,1
1593,09:19:00,09:19:00,90,4,,0,0,1
1593,09:26:00,09:26:00,17,5,,0,0,1
1593,09:40:00,09:40:00,120,6,,0,0,1
1593,09:50:00,09:50:00,87,7,,0,0,1
1594,09:58:00,09:58:00,113,1,,0,0,1
1594,10:04:00,10:04:00,89,2,,0,0,1
1594,10:13:00,10:13:00,25,3,,0,0,1
1594,10:19:00,10:19:00,90,4,,0,0,1
1594,10:26:00,10:26:00,17,5,,0,0,1
1594,10:40:00,10:40:00,120,6,,0,0,1
1594,10:50:00,10:50:00,87,7,,0,0,1
1595,11:01:00,11:01:00,113,1,,0,0,1
1595,11:07:00,11:07:00,89,2,,0,0,1
1595,11:16:00,11:16:00,25,3,,0,0,1
1595,11:22:00,11:22:00,90,4,,0,0,1
1595,11:29:00,11:29:00,17,5,,0,0,1
1595,11:43:00,11:43:00,120,6,,0,0,1
1595,11:53:00,11:53:00,87,7,,0,0,1
1596,12:01:00,12:01:00,113,1,,0,0,1
1596,12:07:00,12:07:00,89,2,,0,0,1
1596,12:16:00,12:16:00,25,3,,0,0,1
1596,12:22:00,12:22:00,90,4,,0,0,1
1596,12:29:00,12:29:00,17,5,,0,0,1
1596,12:43:00,12:43:00,120,6,,0,0,1
1596,12:53:00,12:53:00,87,7,,0,0,1
1597,12:42:00,12:42:00,113,1,,0,0,1
1597,12:48:00,12:48:00,89,2,,0,0,1
1597,12:57:00,12:57:00,25,3,,0,0,1
1597,13:03:00,13:03:00,90,4,,0,0,1
1597,13:10:00,13:10:00,17,5,,0,0,1
1597,13:24:00,13:24:00,120,6,,0,0,1
1597,13:34:00,13:34:00,87,7,,0,0,1
1598,13:23:00,13:23:00,113,1,,0,0,1
1598,13:29:00,13:29:00,89,2,,0,0,1
1598,13:38:00,13:38:00,25,3,,0,0,1
1598,13:44:00,13:44:00,90,4,,0,0,1
1598,13:51:00,13:51:00,17,5,,0,0,1
1598,14:05:00,14:05:00,120,6,,0,0,1
1598,14:15:00,14:15:00,87,7,,0,0,1
1599,14:04:00,14:04:00,113,1,,0,0,1
1599,14:10:00,14:10:00,89,2,,0,0,1
1599,14:19:00,14:19:00,25,3,,0,0,1
1599,14:25:00,14:25:00,90,4,,0,0,1
1599,14:32:00,14:32:00,17,5,,0,0,1
1599,14:46:00,14:46:00,120,6,,0,0,1
1599,14:56:00,14:56:00,87,7,,0,0,1
1600,14:45:00,14:45:00,113,1,,0,0,1
1600,14:51:00,14:51:00,89,2,,0,0,1
1600,15:00:00,15:00:00,25,3,,0,0,1
1600,15:06:00,15:06:00,90,4,,0,0,1
1600,15:13:00,15:13:00,17,5,,0,0,1
1600,15:27:00,15:27:00,120,6,,0,0,1
1600,15:37:00,15:37:00,87,7,,0,0,1
1601,15:26:00,15:26:00,113,1,,0,0,1
1601,15:32:00,15:32:00,89,2,,0,0,1
1601,15:41:00,15:41:00,25,3,,0,0,1
1601,15:47:00,15:47:00,90,4,,0,0,1
1601,15:54:00,15:54:00,17,5,,0,0,1
1601,16:08:00,16:08:00,120,6,,0,0,1
1601,16:18:00,16:18:00,87,7,,0,0,1
1615,16:07:00,16:07:00,113,1,,0,0,1
1615,16:13:00,16:13:00,89,2,,0,0,1
1615,16:22:00,16:22:00,25,3,,0,0,1
1615,16:28:00,16:28:00,90,4,,0,0,1
1615,16:35:00,16:35:00,17,5,,0,0,1
1615,16:49:00,16:49:00,120,6,,0,0,1
1615,16:59:00,16:59:00,87,7,,0,0,1
1629,16:48:00,16:48:00,113,1,,0,0,1
1629,16:54:00,16:54:00,89,2,,0,0,1
1629,17:03:00,17:03:00,25,3,,0,0,1
1629,17:09:00,17:09:00,90,4,,0,0,1
1629,17:16:00,17:16:00,17,5,,0,0,1
1629,17:30:00,17:30:00,120,6,,0,0,1
1629,17:40:00,17:40:00,87,7,,0,0,1
1630,17:29:00,17:29:00,113,1,,0,0,1
1630,17:35:00,17:35:00,89,2,,0,0,1
1630,17:44:00,17:44:00,25,3,,0,0,1
1630,17:50:00,17:50:00,90,4,,0,0,1
1630,17:57:00,17:57:00,17,5,,0,0,1
1630,18:11:00,18:11:00,120,6,,0,0,1
1630,18:21:00,18:21:00,87,7,,0,0,1
1631,18:10:00,18:10:00,113,1,,0,0,1
1631,18:16:00,18:16:00,89,2,,0,0,1
1631,18:25:00,18:25:00,25,3,,0,0,1
1631,18:31:00,18:31:00,90,4,,0,0,1
1631,18:38:00,18:38:00,17,5,,0,0,1
1631,18:52:00,18:52:00,120,6,,0,0,1
1631,19:02:00,19:02:00,87,7,,0,0,1
1632,18:51:00,18:51:00,113,1,,0,0,1
1632,18:57:00,18:57:00,89,2,,0,0,1
1632,19:06:00,19:06:00,25,3,,0,0,1
1632,19:12:00,19:12:00,90,4,,0,0,1
1632,19:19:00,19:19:00,17,5,,0,0,1
1632,19:33:00,19:33:00,120,6,,0,0,1
1632,19:43:00,19:43:00,87,7,,0,0,1
1633,19:32:00,19:32:00,113,1,,0,0,1
1633,19:38:00,19:38:00,89,2,,0,0,1
1633,19:47:00,19:47:00,25,3,,0,0,1
1633,19:53:00,19:53:00,90,4,,0,0,1
1633,20:00:00,20:00:00,17,5,,0,0,1
1633,20:14:00,20:14:00,120,6,,0,0,1
1633,20:24:00,20:24:00,87,7,,0,0,1
1634,20:13:00,20:13:00,113,1,,0,0,1
1634,20:19:00,20:19:00,89,2,,0,0,1
1634,20:28:00,20:28:00,25,3,,0,0,1
1634,20:34:00,20:34:00,90,4,,0,0,1
1634,20:41:00,20:41:00,17,5,,0,0,1
1634,20:55:00,20:55:00,120,6,,0,0,1
1634,21:05:00,21:05:00,87,7,,0,0,1
1635,20:54:00,20:54:00,113,1,,0,0,1
1635,21:00:00,21:00:00,89,2,,0,0,1
1635,21:09:00,21:09:00,25,3,,0,0,1
1635,21:15:00,21:15:00,90,4,,0,0,1
1635,21:22:00,21:22:00,17,5,,0,0,1
1635,21:36:00,21:36:00,120,6,,0,0,1
1635,21:46:00,21:46:00,87,7,,0,0,1
1861,07:02:00,07:02:00,87,1,,0,0,1
1861,07:09:00,07:09:00,20,2,,0,0,1
1861,07:19:00,07:19:00,8,3,,0,0,1
1861,07:29:00,07:29:00,18,4,,0,0,1
1861,07:33:00,07:33:00,17,5,,0,0,1
1862,07:39:00,07:39:00,87,1,,0,0,1
1862,07:46:00,07:46:00,20,2,,0,0,1
1862,07:58:00,07:58:00,19,3,,0,0,1
1862,08:07:00,08:07:00,4,4,,0,0,1
1862,08:10:00,08:10:00,17,5,,0,0,1
1863,08:03:00,08:03:00,87,1,,0,0,1
1863,08:10:00,08:10:00,20,2,,0,0,1
1863,08:22:00,08:22:00,19,3,,0,0,1
1863,08:31:00,08:31:00,4,4,,0,0,1
1863,08:34:00,08:34:00,17,5,,0,0,1
1864,08:14:00,08:14:00,87,1,,0,0,1
1864,08:21:00,08:21:00,20,2,,0,0,1
1864,08:31:00,08:31:00,8,3,,0,0,1
1864,08:41:00,08:41:00,18,4,,0,0,1
1864,08:45:00,08:45:00,17,5,,0,0,1
1865,08:51:00,08:51:00,87,1,,0,0,1
1865,08:58:00,08:58:00,20,2,,0,0,1
1865,09:10:00,09:10:00,19,3,,0,0,1
1865,09:19:00,09:19:00,4,4,,0,0,1
1865,09:22:00,09:22:00,17,5,,0,0,1
1866,09:15:00,09:15:00,87,1,,0,0,1
1866,09:22:00,09:22:00,20,2,,0,0,1
1866,09:34:00,09:34:00,19,3,,0,0,1
1866,09:43:00,09:43:00,4,4,,0,0,1
1866,09:46:00,09:46:00,17,5,,0,0,1
1867,09:26:00,09:26:00,87,1,,0,0,1
1867,09:33:00,09:33:00,20,2,,0,0,1
1867,09:43:00,09:43:00,8,3,,0,0,1
1867,09:53:00,09:53:00,18,4,,0,0,1
1867,09:57:00,09:57:00,17,5,,0,0,1
1868,10:14:00,10:14:00,87,1,,0,0,1
1868,10:22:00,10:22:00,20,2,,0,0,1
1868,10:33:00,10:33:00,8,3,,0,0,1
1868,10:41:00,10:41:00,19,4,,0,0,1
1868,10:49:00,10:49:00,18,5,,0,0,1
1868,10:57:00,10:57:00,4,6,,0,0,1
1868,11:01:00,11:01:00,17,7,,0,0,1
1869,10:50:00,10:50:00,87,1,,0,0,1
1869,10:58:00,10:58:00,20,2,,0,0,1
1869,11:09:00,11:09:00,8,3,,0,0,1
1869,11:17:00,11:17:00,19,4,,0,0,1
1869,11:25:00,11:25:00,18,5,,0,0,1
1869,11:33:00,11:33:00,4,6,,0,0,1
1869,11:37:00,11:37:00,17,7,,0,0,1
1870,11:26:00,11:26:00,87,1,,0,0,1
1870,11:34:00,11:34:00,20,2,,0,0,1
1870,11:45:00,11:45:00,8,3,,0,0,1
1870,11:53:00,11:53:00,19,4,,0,0,1
1870,12:01:00,12:01:00,18,5,,0,0,1
1870,12:09:00,12:09:00,4,6,,0,0,1
1870,12:13:00,12:13:00,17,7,,0,0,1
1871,12:02:00,12:02:00,87,1,,0,0,1
1871,12:10:00,12:10:00,20,2,,0,0,1
1871,12:21:00,12:21:00,8,3,,0,0,1
1871,12:29:00,12:29:00,19,4,,0,0,1
1871,12:37:00,12:37:00,18,5,,0,0,1
1871,12:45:00,12:45:00,4,6,,0,0,1
1871,12:49:00,12:49:00,17,7,,0,0,1
1872,12:38:00,12:38:00,87,1,,0,0,1
1872,12:46:00,12:46:00,20,2,,0,0,1
1872,12:57:00,12:57:00,8,3,,0,0,1
1872,13:05:00,13:05:00,19,4,,0,0,1
1872,13:13:00,13:13:00,18,5,,0,0,1
1872,13:21:00,13:21:00,4,6,,0,0,1
1872,13:25:00,13:25:00,17,7,,0,0,1
1873,13:14:00,13:14:00,87,1,,0,0,1
1873,13:22:00,13:22:00,20,2,,0,0,1
1873,13:33:00,13:33:00,8,3,,0,0,1
1873,13:41:00,13:41:00,19,4,,0,0,1
1873,13:49:00,13:49:00,18,5,,0,0,1
1873,13:57:00,13:57:00,4,6,,0,0,1
1873,14:01:00,14:01:00,17,7,,0,0,1
1874,13:50:00,13:50:00,87,1,,0,0,1
1874,13:58:00,13:58:00,20,2,,0,0,1
1874,14:09:00,14:09:00,8,3,,0,0,1
1874,14:17:00,14:17:00,19,4,,0,0,1
1874,14:25:00,14:25:00,18,5,,0,0,1
1874,14:33:00,14:33:00,4,6,,0,0,1
1874,14:37:00,14:37:00,17,7,,0,0,1
1875,14:26:00,14:26:00,87,1,,0,0,1
1875,14:34:00,14:34:00,20,2,,0,0,1
1875,14:45:00,14:45:00,8,3,,0,0,1
1875,14:53:00,14:53:00,19,4,,0,0,1
1875,15:01:00,15:01:00,18,5,,0,0,1
1875,15:09:00,15:09:00,4,6,,0,0,1
1875,15:13:00,15:13:00,17,7,,0,0,1
1876,15:02:00,15:02:00,87,1,,0,0,1
1876,15:10:00,15:10:00,20,2,,0,0,1
1876,15:21:00,15:21:00,8,3,,0,0,1
1876,15:29:00,15:29:00,19,4,,0,0,1
1876,15:37:00,15:37:00,18,5,,0,0,1
1876,15:45:00,15:45:00,4,6,,0,0,1
1876,15:49:00,15:49:00,17,7,,0,0,1
1877,15:26:00,15:26:00,87,1,,0,0,1
1877,15:33:00,15:33:00,20,2,,0,0,1
1877,15:43:00,15:43:00,8,3,,0,0,1
1877,15:53:00,15:53:00,18,4,,0,0,1
1877,15:57:00,15:57:00,17,5,,0,0,1
1878,15:38:00,15:38:00,87,1,,0,0,1
1878,15:45:00,15:45:00,20,2,,0,0,1
1878,15:57:00,15:57:00,19,3,,0,0,1
1878,16:06:00,16:06:00,4,4,,0,0,1
1878,16:09:00,16:09:00,17,5,,0,0,1
1879,15:50:00,15:50:00,87,1,,0,0,1
1879,15:57:00,15:57:00,20,2,,0,0,1
1879,16:07:00,16:07:00,8,3,,0,0,1
1879,16:17:00,16:17:00,18,4,,0,0,1
1879,16:21:00,16:21:00,17,5,,0,0,1
1880,16:02:00,16:02:00,87,1,,0,0,1
1880,16:09:00,16:09:00,20,2,,0,0,1
1880,16:21:00,16:21:00,19,3,,0,0,1
1880,16:30:00,16:30:00,4,4,,0,0,1
1880,16:33:00,16:33:00,17,5,,0,0,1
1881,16:14:00,16:14:00,87,1,,0,0,1
1881,16:21:00,16:21:00,20,2,,0,0,1
1881,16:31:00,16:31:00,8,3,,0,0,1
1881,16:41:00,16:41:00,18,4,,0,0,1
1881,16:45:00,16:45:00,17,5,,0,0,1
1882,16:28:00,16:28:00,87,1,,0,0,1
1882,16:35:00,16:35:00,20,2,,0,0,1
1882,16:47:00,16:47:00,19,3,,0,0,1
1882,16:56:00,16:56:00,4,4,,0,0,1
1882,16:59:00,16:59:00,17,5,,0,0,1
1883,16:38:00,16:38:00,87,1,,0,0,1
1883,16:45:00,16:45:00,20,2,,0,0,1
1883,16:55:00,16:55:00,8,3,,0,0,1
1883,17:05:00,17:05:00,18,4,,0,0,1
1883,17:09:00,17:09:00,17,5,,0,0,1
1884,16:52:00,16:52:00,87,1,,0,0,1
1884,16:59:00,16:59:00,20,2,,0,0,1
1884,17:11:00,17:11:00,19,3,,0,0,1
1884,17:20:00,17:20:00,4,4,,0,0,1
1884,17:23:00,17:23:00,17,5,,0,0,1
1885,17:02:00,17:02:00,87,1,,0,0,1
1885,17:09:00,17:09:00,20,2,,0,0,1
1885,17:19:00,17:19:00,8,3,,0,0,1
1885,17:29:00,17:29:00,18,4,,0,0,1
1885,17:33:00,17:33:00,17,5,,0,0,1
1886,17:16:00,17:16:00,87,1,,0,0,1
1886,17:23:00,17:23:00,20,2,,0,0,1
1886,17:35:00,17:35:00,19,3,,0,0,1
1886,17:44:00,17:44:00,4,4,,0,0,1
1886,17:47:00,17:47:00,17,5,,0,0,1
1887,17:26:00,17:26:00,87,1,,0,0,1
1887,17:33:00,17:33:00,20,2,,0,0,1
1887,17:43:00,17:43:00,8,3,,0,0,1
1887,17:53:00,17:53:00,18,4,,0,0,1
1887,17:57:00,17:57:00,17,5,,0,0,1
1888,17:40:00,17:40:00,87,1,,0,0,1
1888,17:47:00,17:47:00,20,2,,0,0,1
1888,17:59:00,17:59:00,19,3,,0,0,1
1888,18:08:00,18:08:00,4,4,,0,0,1
1888,18:11:00,18:11:00,17,5,,0,0,1
1889,17:50:00,17:50:00,87,1,,0,0,1
1889,17:57:00,17:57:00,20,2,,0,0,1
1889,18:07:00,18:07:00,8,3,,0,0,1
1889,18:17:00,18:17:00,18,4,,0,0,1
1889,18:21:00,18:21:00,17,5,,0,0,1
1890,18:04:00,18:04:00,87,1,,0,0,1
1890,18:11:00,18:11:00,20,2,,0,0,1
1890,18:23:00,18:23:00,19,3,,0,0,1
1890,18:32:00,18:32:00,4,4,,0,0,1
1890,18:35:00,18:35:00,17,5,,0,0,1
1891,18:14:00,18:14:00,87,1,,0,0,1
1891,18:21:00,18:21:00,20,2,,0,0,1
1891,18:31:00,18:31:00,8,3,,0,0,1
1891,18:41:00,18:41:00,18,4,,0,0,1
1891,18:45:00,18:45:00,17,5,,0,0,1
1892,18:28:00,18:28:00,87,1,,0,0,1
1892,18:35:00,18:35:00,20,2,,0,0,1
1892,18:47:00,18:47:00,19,3,,0,0,1
1892,18:56:00,18:56:00,4,4,,0,0,1
1892,18:59:00,18:59:00,17,5,,0,0,1
1893,18:38:00,18:38:00,87,1,,0,0,1
1893,18:45:00,18:45:00,20,2,,0,0,1
1893,18:55:00,18:55:00,8,3,,0,0,1
1893,19:05:00,19:05:00,18,4,,0,0,1
1893,19:09:00,19:09:00,17,5,,0,0,1
1894,18:52:00,18:52:00,87,1,,0,0,1
1894,18:59:00,18:59:00,20,2,,0,0,1
1894,19:11:00,19:11:00,19,3,,0,0,1
1894,19:20:00,19:20:00,4,4,,0,0,1
1894,19:23:00,19:23:00,17,5,,0,0,1
1895,19:02:00,19:02:00,87,1,,0,0,1
1895,19:09:00,19:09:00,20,2,,0,0,1
1895,19:19:00,19:19:00,8,3,,0,0,1
1895,19:29:00,19:29:00,18,4,,0,0,1
1895,19:33:00,19:33:00,17,5,,0,0,1
1896,19:16:00,19:16:00,87,1,,0,0,1
1896,19:24:00,19:24:00,20,2,,0,0,1
1896,19:35:00,19:35:00,8,3,,0,0,1
1896,19:43:00,19:43:00,19,4,,0,0,1
1896,19:51:00,19:51:00,18,5,,0,0,1
1896,19:59:00,19:59:00,4,6,,0,0,1
1896,20:03:00,20:03:00,17,7,,0,0,1
1897,19:52:00,19:52:00,87,1,,0,0,1
1897,20:00:00,20:00:00,20,2,,0,0,1
1897,20:11:00,20:11:00,8,3,,0,0,1
1897,20:19:00,20:19:00,19,4,,0,0,1
1897,20:27:00,20:27:00,18,5,,0,0,1
1897,20:35:00,20:35:00,4,6,,0,0,1
1897,20:39:00,20:39:00,17,7,,0,0,1
1898,20:28:00,20:28:00,87,1,,0,0,1
1898,20:36:00,20:36:00,20,2,,0,0,1
1898,20:47:00,20:47:00,8,3,,0,0,1
1898,20:55:00,20:55:00,19,4,,0,0,1
1898,21:03:00,21:03:00,18,5,,0,0,1
1898,21:11:00,21:11:00,4,6,,0,0,1
1898,21:15:00,21:15:00,17,7,,0,0,1
1899,07:38:00,07:38:00,17,1,,0,0,1
1899,07:45:00,07:45:00,18,2,,0,0,1
1899,07:55:00,07:55:00,8,3,,0,0,1
1899,08:05:00,08:05:00,20,4,,0,0,1
1899,08:09:00,08:09:00,87,5,,0,0,1
1900,08:15:00,08:15:00,17,1,,0,0,1
1900,08:21:00,08:21:00,4,2,,0,0,1
1900,08:30:00,08:30:00,19,3,,0,0,1
1900,08:42:00,08:42:00,20,4,,0,0,1
1900,08:46:00,08:46:00,87,5,,0,0,1
1901,08:39:00,08:39:00,17,1,,0,0,1
1901,08:45:00,08:45:00,4,2,,0,0,1
1901,08:54:00,08:54:00,19,3,,0,0,1
1901,09:06:00,09:06:00,20,4,,0,0,1
1901,09:10:00,09:10:00,87,5,,0,0,1
1902,08:50:00,08:50:00,17,1,,0,0,1
1902,08:57:00,08:57:00,18,2,,0,0,1
1902,09:07:00,09:07:00,8,3,,0,0,1
1902,09:17:00,09:17:00,20,4,,0,0,1
1902,09:21:00,09:21:00,87,5,,0,0,1
1903,09:27:00,09:27:00,17,1,,0,0,1
1903,09:33:00,09:33:00,4,2,,0,0,1
1903,09:42:00,09:42:00,19,3,,0,0,1
1903,09:54:00,09:54:00,20,4,,0,0,1
1903,09:58:00,09:58:00,87,5,,0,0,1
1904,09:51:00,09:51:00,17,1,,0,0,1
1904,09:57:00,09:57:00,4,2,,0,0,1
1904,10:06:00,10:06:00,19,3,,0,0,1
1904,10:18:00,10:18:00,20,4,,0,0,1
1904,10:22:00,10:22:00,87,5,,0,0,1
1905,10:02:00,10:02:00,17,1,,0,0,1
1905,10:09:00,10:09:00,18,2,,0,0,1
1905,10:19:00,10:19:00,8,3,,0,0,1
1905,10:29:00,10:29:00,20,4,,0,0,1
1905,10:33:00,10:33:00,87,5,,0,0,1
1906,10:16:00,10:16:00,17,1,,0,0,1
1906,10:24:00,10:24:00,4,2,,0,0,1
1906,10:32:00,10:32:00,18,3,,0,0,1
1906,10:40:00,10:40:00,19,4,,0,0,1
1906,10:49:00,10:49:00,8,5,,0,0,1
1906,11:00:00,11:00:00,20,6,,0,0,1
1906,11:04:00,11:04:00,87,7,,0,0,1
1907,11:05:00,11:05:00,17,1,,0,0,1
1907,11:13:00,11:13:00,4,2,,0,0,1
1907,11:21:00,11:21:00,18,3,,0,0,1
1907,11:29:00,11:29:00,19,4,,0,0,1
1907,11:38:00,11:38:00,8,5,,0,0,1
1907,11:49:00,11:49:00,20,6,,0,0,1
1907,11:53:00,11:53:00,87,7,,0,0,1
1908,11:41:00,11:41:00,17,1,,0,0,1
1908,11:49:00,11:49:00,4,2,,0,0,1
1908,11:57:00,11:57:00,18,3,,0,0,1
1908,12:05:00,12:05:00,19,4,,0,0,1
1908,12:14:00,12:14:00,8,5,,0,0,1
1908,12:25:00,12:25:00,20,6,,0,0,1
1908,12:29:00,12:29:00,87,7,,0,0,1
1909,12:17:00,12:17:00,17,1,,0,0,1
1909,12:25:00,12:25:00,4,2,,0,0,1
1909,12:33:00,12:33:00,18,3,,0,0,1
1909,12:41:00,12:41:00,19,4,,0,0,1
1909,12:50:00,12:50:00,8,5,,0,0,1
1909,13:01:00,13:01:00,20,6,,0,0,1
1909,13:05:00,13:05:00,87,7,,0,0,1
1910,12:53:00,12:53:00,17,1,,0,0,1
1910,13:01:00,13:01:00,4,2,,0,0,1
1910,13:09:00,13:09:00,18,3,,0,0,1
1910,13:17:00,13:17:00,19,4,,0,0,1
1910,13:26:00,13:26:00,8,5,,0,0,1
1910,13:37:00,13:37:00,20,6,,0,0,1
1910,13:41:00,13:41:00,87,7,,0,0,1
1911,13:29:00,13:29:00,17,1,,0,0,1
1911,13:37:00,13:37:00,4,2,,0,0,1
1911,13:45:00,13:45:00,18,3,,0,0,1
1911,13:53:00,13:53:00,19,4,,0,0,1
1911,14:02:00,14:02:00,8,5,,0,0,1
1911,14:13:00,14:13:00,20,6,,0,0,1
1911,14:17:00,14:17:00,87,7,,0,0,1
1912,14:05:00,14:05:00,17,1,,0,0,1
1912,14:13:00,14:13:00,4,2,,0,0,1
1912,14:21:00,14:21:00,18,3,,0,0,1
1912,14:29:00,14:29:00,19,4,,0,0,1
1912,14:38:00,14:38:00,8,5,,0,0,1
1912,14:49:00,14:49:00,20,6,,0,0,1
1912,14:53:00,14:53:00,87,7,,0,0,1
1913,14:41:00,14:41:00,17,1,,0,0,1
1913,14:49:00,14:49:00,4,2,,0,0,1
1913,14:57:00,14:57:00,18,3,,0,0,1
1913,15:05:00,15:05:00,19,4,,0,0,1
1913,15:14:00,15:14:00,8,5,,0,0,1
1913,15:25:00,15:25:00,20,6,,0,0,1
1913,15:29:00,15:29:00,87,7,,0,0,1
1914,15:17:00,15:17:00,17,1,,0,0,1
1914,15:25:00,15:25:00,4,2,,0,0,1
1914,15:33:00,15:33:00,18,3,,0,0,1
1914,15:41:00,15:41:00,19,4,,0,0,1
1914,15:50:00,15:50:00,8,5,,0,0,1
1914,16:01:00,16:01:00,20,6,,0,0,1
1914,16:05:00,16:05:00,87,7,,0,0,1
1915,15:52:00,15:52:00,17,1,,0,0,1
1915,15:58:00,15:58:00,4,2,,0,0,1
1915,16:07:00,16:07:00,19,3,,0,0,1
1915,16:19:00,16:19:00,20,4,,0,0,1
1915,16:23:00,16:23:00,87,5,,0,0,1
1916,16:02:00,16:02:00,17,1,,0,0,1
